gazebo_x,gazebo_y,gazebo_t
-0.002113195589625161,-6.154630621940839e-05,5.865538234728633e-05
1.9197895428138658,0.09592829172074267,0.08541322550166963
1.9136229791493031,-0.02133508143560468,-0.034106696452284396
1.9201130890779083,-0.021694556120488456,-0.03490583509331178
1.91002850930788,0.018530623803099396,0.03155225025738341
1.9155169354508206,-0.021670694446595976,-0.0339897252115641
1.934085038179802,-0.02208984494435549,-0.03471644729394373
1.9365644794133343,-0.022468246766609478,-0.03460594623220995
1.9065037184655245,-0.02153721860785698,-0.033453332777314326
1.918078529068374,-0.021906668199152764,-0.03387115072332906
1.9271402818802916,-0.021799401608756274,-0.034444871868040614
1.9266020054759172,-0.022218189364948,-0.03434229452478398
0.09232473680467033,-0.019064343462658728,2.7472191205220353
0.0930476780973844,-0.02144463231911859,2.6921567475601456
0.09451118670694443,-0.009908732983680384,2.9374760406288614
0.09452163215932737,-0.01794950007692524,2.7683616193994185
0.09375332958453066,-0.019809364058318575,2.727928453875361
0.09362451394240803,-0.019888972086181244,2.7251121900290705
0.0929579435781193,-0.02148973746549321,2.690415453995935
0.09393166873341142,-0.01288968088218844,2.8764651334838094
0.09341707209051636,-0.020313303299999818,2.71672211520456
0.09363278782710228,-0.01991059610317651,2.724776349722374
0.09336300845365085,-0.02050488939635735,2.7116440224353107
0.09335078615005295,-0.020552656034197685,2.710484759169664
